city,year,income,expend,gdp,deposit,gap,gap_to_gdp
上海,2024,8374.17,9874.84,53759.5,63910.99,1500.67,0.027914508133446182
上海,2023,8312.5,9638.51,51404.5,58319.93,1326.0100000000002,0.02579560155239328
上海,2022,7608.0,9393.0,48594.5,52638.0,1785.0,0.03673255203778206
上海,2021,7771.8,8430.86,47059.4,41150.4,659.0600000000004,0.014004853440545362
上海,2020,7046.3,8102.11,41603.9,36733.97,1055.8099999999995,0.025377668920461772
上海,2019,7165.1,8179.28,40241.2,31727.73,1014.1799999999994,0.02520252875162767
上海,2018,7108.15,8351.54,37769.1,27071.74,1243.3900000000012,0.03292082681345336
上海,2017,6642.26,7547.62,34378.3,24338.48,905.3599999999997,0.026335217273687168
上海,2016,6406.13,6918.94,30963.9,23639.8,512.8099999999995,0.01656154424991682
上海,2015,5519.5,6191.56,27821.6,23384.73,672.0600000000004,0.02415605141329041
上海,2014,4585.55,4923.44,25964.5,21269.3,337.8899999999994,0.013013537714956938
上海,2013,4109.51,4528.61,23809.4,20486.25,419.09999999999945,0.01760229153191594
上海,2012,3743.71,4184.02,21774.9,19506.7,440.3100000000004,0.02022098838571017
上海,2011,3429.83,3914.88,20406.1,17288.45,485.0500000000002,0.023769853132151672
上海,2010,2873.58,3302.89,18319.6,15650.24,429.30999999999995,0.023434463634577175
上海,2009,2540.3,2989.65,16181.4,13707.32,449.3499999999999,0.027769537864461662
上海,2008,2358.75,2593.92,14877.1,11464.15,235.17000000000007,0.015807516249806756
上海,2007,2074.48,2181.68,13179.8,8745.22,107.19999999999982,0.00813365908435635
上海,2006,1576.07,1795.57,10825.4,8730.0,219.5,0.020276387015722284
乌鲁木齐,2024,371.3,465.52,4502.16,5905.76,94.21999999999997,0.020927732466193998
乌鲁木齐,2023,369.79,504.05,4168.0,5306.0,134.26,0.03221209213051823
乌鲁木齐,2022,314.82,455.77,3893.22,4647.52,140.95,0.0362039648414423
乌鲁木齐,2021,377.93,419.59,3691.57,4027.86,41.65999999999997,0.011285171349859265
乌鲁木齐,2020,392.64,536.87,3337.0,3680.28,144.23000000000002,0.043221456397962245
乌鲁木齐,2019,472.46,620.28,3413.0,3171.71,147.82,0.04331087020216818
乌鲁木齐,2018,458.28,659.79,3099.77,2871.11,201.51,0.06500804898427948
乌鲁木齐,2017,400.78,458.58,2743.82,2600.39,57.80000000000001,0.02106552179078803
乌鲁木齐,2016,369.67,417.56,2458.98,2295.69,47.889999999999986,0.019475554904879254
乌鲁木齐,2015,368.67,446.66,2631.64,2157.31,77.99000000000001,0.029635512456111023
乌鲁木齐,2014,340.62,404.81,2461.47,1974.84,64.19,0.02607791279194953
乌鲁木齐,2013,301.9,353.2,2202.85,1896.3,51.30000000000001,0.02328801325555531
乌鲁木齐,2012,252.01,295.6,2004.1,1715.97,43.59000000000003,0.021750411656105
乌鲁木齐,2011,229.59,238.49,1690.03,1470.34,8.900000000000006,0.005266178706886863
乌鲁木齐,2010,147.99,159.61,1338.5,1242.85,11.620000000000005,0.008681359731042214
乌鲁木齐,2009,113.54,133.88,1095.0,1040.71,20.33999999999999,0.018575342465753413
乌鲁木齐,2008,100.98,99.35,1020.35,872.22,-1.6300000000000097,-0.001597491056990258
乌鲁木齐,2007,73.43,68.32,820.28,679.53,-5.110000000000014,-0.006229580143365697
乌鲁木齐,2006,57.04,49.53,654.3,678.16,-7.509999999999998,-0.01147791532935962
兰州,2024,251.91,547.64,3742.25,5639.54,295.73,0.07902465094528693
兰州,2023,255.33,502.92,3487.0,5130.17,247.59,0.07100372813306567
兰州,2022,220.98,498.8,3343.5,4569.26,277.82000000000005,0.08309256766861076
兰州,2021,276.73,484.59,3231.29,4082.97,207.85999999999996,0.06432725010754217
兰州,2020,247.13,486.24,2887.0,3859.63,239.11,0.08282299965361968
兰州,2019,233.23,456.66,2837.0,3571.18,223.43000000000004,0.07875572788156504
兰州,2018,253.32,465.64,2732.94,3244.08,212.32,0.07768922844994768
兰州,2017,234.2,429.36,2523.54,2949.27,195.16000000000003,0.07733580605023103
兰州,2016,215.48,424.16,2264.23,2796.24,208.68000000000004,0.092163781947947
兰州,2015,185.19,344.0,2095.99,2608.54,158.81,0.0757684912618858
兰州,2014,152.33,280.1,2000.94,2262.94,127.77000000000001,0.06385498815556688
兰州,2013,124.5,242.34,1776.28,2021.56,117.84,0.06634089220167992
兰州,2012,103.73,202.6,1563.8,1743.18,98.86999999999999,0.06322419746770687
兰州,2011,86.49,175.48,1360.03,1480.16,88.99,0.06543238016808453
兰州,2010,72.76,146.93,1100.4,1295.95,74.17,0.06740276263177027
兰州,2009,57.04,119.83,926.0,1089.97,62.79,0.06780777537796977
兰州,2008,50.86,99.66,846.28,823.83,48.8,0.05766413007515243
兰州,2007,46.63,83.3,732.76,649.66,36.669999999999995,0.05004367050603198
兰州,2006,33.14,63.13,638.47,687.75,29.990000000000002,0.0469716666405626
北京,2024,6372.68,8396.49,49670.2,70398.15,2023.8099999999995,0.040744953714702166
北京,2023,6181.1,7971.25,47353.7,64020.36,1790.1499999999996,0.03780380413779704
北京,2022,5714.36,7469.15,45222.4,56915.76,1754.79,0.03880355752901217
北京,2021,5932.31,7205.12,44350.7,47184.31,1272.8099999999995,0.028698757855005662
北京,2020,5483.89,7116.18,38503.6,42888.77,1632.29,0.042393178819642836
北京,2019,5817.1,7408.19,37767.0,37309.68,1591.0899999999992,0.04212910742182326
北京,2018,5785.92,7471.43,35161.4,34018.96,1685.5100000000002,0.04793637340947744
北京,2017,5430.79,6824.53,31325.9,28962.2,1393.7399999999998,0.04449161875636453
北京,2016,5081.26,6406.77,28438.7,28012.03,1325.5100000000002,0.04660937384620254
北京,2015,4723.86,5737.7,26034.1,23913.97,1013.8400000000001,0.03894277121160325
北京,2014,4027.16,4524.67,23577.5,24158.4,497.5100000000002,0.021101049729615108
北京,2013,3661.11,4173.66,21746.0,23086.41,512.5499999999997,0.023569851926791122
北京,2012,3314.93,3685.31,19568.3,21644.9,370.3800000000001,0.0189275511924899
北京,2011,3006.28,3245.23,17653.3,19126.14,238.94999999999982,0.01353571286954846
北京,2010,2353.93,2717.32,15420.2,17003.11,363.3900000000003,0.023565842206975288
北京,2009,2026.81,2319.37,13335.7,14672.1,292.55999999999995,0.021938105986187447
北京,2008,1837.32,1959.29,12167.6,11952.84,121.97000000000003,0.0100241625299977
北京,2007,1492.64,1649.5,10730.4,9155.34,156.8599999999999,0.01461828077238499
北京,2006,1117.15,1296.84,8618.9,8705.6,179.68999999999983,0.020848368121221948
南京,2024,1596.02,1705.26,18500.81,17091.85,109.24000000000001,0.005904606338857596
南京,2023,1619.98,1838.7,17421.0,15228.95,218.72000000000003,0.0125549624016991
南京,2022,1558.21,1828.69,16907.85,13078.05,270.48,0.015997303027883502
南京,2021,1729.52,1817.73,16356.0,10636.78,88.21000000000004,0.005393127904133042
南京,2020,1637.7,1754.62,14818.0,9499.25,116.91999999999985,0.007890403563233894
南京,2019,1580.03,1658.07,14031.0,8299.64,78.03999999999996,0.0055619699237402865
南京,2018,1470.02,1532.72,12820.4,6914.84,62.700000000000045,0.004890643037658735
南京,2017,1271.91,1354.09,11715.1,6019.7,82.17999999999984,0.0070148782340739586
南京,2016,1142.6,1173.84,10503.02,5894.47,31.24000000000001,0.0029743826061456617
南京,2015,1020.03,1045.57,9720.77,5535.53,25.539999999999964,0.0026273638816678062
南京,2014,903.49,921.2,8820.75,5055.77,17.710000000000036,0.002007765779553897
南京,2013,831.31,850.91,8011.78,4883.29,19.600000000000023,0.002446397679417061
南京,2012,733.02,769.66,7201.6,4465.37,36.639999999999986,0.0050877582759386785
南京,2011,635.0,666.21,6145.52,3910.2,31.210000000000036,0.005078496205365866
南京,2010,518.8,542.18,5130.7,3511.85,23.379999999999995,0.004556883076383339
南京,2009,434.51,461.27,4230.0,3056.35,26.75999999999999,0.006326241134751771
南京,2008,386.56,404.67,3775.0,2505.33,18.110000000000014,0.004797350993377487
南京,2007,330.19,342.94,3283.73,1951.16,12.75,0.003882779643880587
南京,2006,246.44,262.46,2773.78,1834.88,16.019999999999982,0.005775512117038835
南宁,2024,381.16,796.99,5995.36,6713.22,415.83,0.0693586373462144
南宁,2023,400.88,816.48,5469.0,6117.13,415.6,0.07599195465350156
南宁,2022,392.68,838.93,5218.35,5521.82,446.24999999999994,0.0855155365201644
南宁,2021,392.0,778.0,5120.94,4878.8,386.0,0.0753767862931415
南宁,2020,372.25,819.86,4726.0,4415.35,447.61,0.09471223021582734
南宁,2019,370.93,789.2,4507.0,3960.31,418.27000000000004,0.092804526292434
南宁,2018,358.96,697.99,4026.91,3542.83,339.03000000000003,0.08419110434551555
南宁,2017,332.15,646.37,4118.83,3176.69,314.22,0.07628865478788881
南宁,2016,312.79,586.98,3703.33,2924.55,274.19,0.07403877051194466
南宁,2015,297.05,526.72,3410.09,2700.37,229.67000000000002,0.06735012858898153
南宁,2014,274.85,465.78,3148.3,2529.86,190.92999999999995,0.06064542769113488
南宁,2013,256.25,418.4,2803.54,2321.16,162.14999999999998,0.057837591045606616
南宁,2012,229.72,376.51,2503.2,1863.8,146.79,0.058640939597315436
南宁,2011,186.29,302.31,2211.4,1581.03,116.02000000000001,0.05246450212535046
南宁,2010,156.1,261.28,1800.3,1375.89,105.17999999999998,0.0584235960673221
南宁,2009,120.46,203.55,1525.0,1116.2,83.09000000000002,0.054485245901639355
南宁,2008,191.17,166.08,1316.21,88.65,-25.089999999999975,-0.019062307686463387
南宁,2007,70.15,118.0,1069.01,714.79,47.849999999999994,0.04476104058895613
南宁,2006,56.62,93.08,870.15,681.45,36.46,0.0419008216974085
南昌,2024,526.21,940.07,7800.37,7516.14,413.86,0.053056457578294365
南昌,2023,500.18,925.55,7213.0,6641.74,425.36999999999995,0.05897268820185775
南昌,2022,457.68,939.04,7203.5,5750.37,481.35999999999996,0.06682307211772055
南昌,2021,484.83,870.01,6650.53,4737.98,385.18,0.05791718855489713
南昌,2020,483.86,838.17,5746.0,4278.65,354.30999999999995,0.06166202575704837
南昌,2019,477.0,834.11,5596.0,3618.06,357.11,0.06381522516082917
南昌,2018,461.75,752.41,5274.67,3132.05,290.65999999999997,0.05510486911977431
南昌,2017,417.08,653.12,5003.19,2869.84,236.04000000000002,0.04717790049948134
南昌,2016,402.18,583.26,4354.99,2722.42,181.07999999999998,0.041579888817195904
南昌,2015,389.34,543.18,4000.01,2491.39,153.83999999999997,0.03845990385024037
南昌,2014,342.21,473.16,3667.96,2149.33,130.95000000000005,0.03570104363188258
南昌,2013,291.91,419.37,3336.03,2051.16,127.45999999999998,0.038207090463814763
南昌,2012,240.02,345.51,3000.5,1853.57,105.48999999999998,0.035157473754374266
南昌,2011,187.03,299.37,2688.87,1603.96,112.34,0.04177963233626022
南昌,2010,146.47,232.03,2200.1,1417.58,85.56,0.038889141402663516
南昌,2009,115.88,181.75,1838.0,1181.82,65.87,0.03583786724700762
南昌,2008,102.15,148.17,1660.08,955.4,46.01999999999998,0.027721555587682512
南昌,2007,87.22,116.86,1389.89,744.57,29.64,0.021325428631042743
南昌,2006,68.11,93.37,1183.9,733.85,25.260000000000005,0.021336261508573363
厦门,2024,933.35,1059.2,8589.01,6546.18,125.85000000000002,0.014652445392425904
厦门,2023,932.14,1084.65,8066.0,5963.18,152.5100000000001,0.01890776097198117
厦门,2022,883.81,1088.74,7802.66,5213.39,204.93000000000006,0.026264120184654984
厦门,2021,880.96,1060.0,7033.89,4197.79,179.03999999999996,0.025453909572085993
厦门,2020,783.94,976.91,6384.0,3684.39,192.9699999999999,0.030227130325814523
厦门,2019,768.38,912.98,5995.0,3062.0,144.60000000000002,0.02412010008340284
厦门,2018,754.54,892.5,4791.41,2610.18,137.96000000000004,0.028793194487635173
厦门,2017,696.87,797.1,4351.7,2292.06,100.23000000000002,0.023032378151067404
厦门,2016,647.94,758.64,3784.27,2172.0,110.69999999999993,0.029252669603384518
厦门,2015,606.1,651.17,3466.03,2050.27,45.069999999999936,0.013003349653638294
厦门,2014,543.8,548.25,3273.58,1972.02,4.4500000000000455,0.0013593680313296287
厦门,2013,490.6,516.74,3018.16,1950.1,26.139999999999986,0.008660905982452881
厦门,2012,422.91,460.98,2817.1,1680.19,38.06999999999999,0.013513897270242445
厦门,2011,370.77,389.07,2539.31,1558.74,18.30000000000001,0.007206682130184976
厦门,2010,289.17,306.95,2060.1,1384.67,17.779999999999973,0.008630648997621462
厦门,2009,240.56,268.05,1737.0,1158.1,27.49000000000001,0.015826137017846867
厦门,2008,220.23,238.09,1560.02,929.44,17.860000000000014,0.011448571172164468
厦门,2007,186.53,198.66,1387.85,740.0,12.129999999999995,0.008740137622941959
厦门,2006,136.17,159.13,1168.02,680.82,22.960000000000008,0.019657197650725166
合肥,2024,955.01,1581.06,13507.69,10785.84,626.05,0.04634767306623116
合肥,2023,929.63,1411.34,12674.0,9387.14,481.7099999999999,0.03800773236547261
合肥,2022,909.25,1380.18,12013.1,7958.04,470.93000000000006,0.03920137183574598
合肥,2021,844.22,1223.72,11412.8,6394.14,379.5,0.03325213795037151
合肥,2020,762.9,1164.35,10046.0,5589.4,401.44999999999993,0.03996117857853872
合肥,2019,745.99,1122.67,9409.0,4667.22,376.68000000000006,0.040034009990434695
合肥,2018,712.49,1004.91,7822.91,4003.41,292.41999999999996,0.03737995196161019
合肥,2017,655.9,965.34,7213.45,3489.18,309.44000000000005,0.04289764259820198
合肥,2016,614.85,859.85,6274.38,3281.26,245.0,0.0390476827989379
合肥,2015,571.54,772.66,5660.27,3018.54,201.12,0.035531873921208705
